    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,       FLOAT       ,       FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,   INT    , BOOL ,    BOOL     ,     INT      ,     BOOL     , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,      BOOL       ,      BOOL       
         100,  4.79090142e+02,  1.000000e+00,  1.169356e+02,       4.234627e+48,       1.180206e+44,   0.000000e+00,   0.000000e+00,  3.207177e+03,  0.000000e+00,  9.268136e+02,          -nan,  1.526825e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961964e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105146e+00,     2.105146e+00,  1.997367e+01,  4.234627e+49,  4.234627e+48,  2.011560e+48,        2.011560e+48,  2.120105e+47,  3.000000e+00,  1.853385e+00,  1.146615e+00,  1.528977e+03,  6.350472e-03,                6,            11,  1.000000e-01,    1.169356e+02,  9.510048e+03,     9.510048e+03,  1.398919e-01,  1.380080e+47,  1.180206e+44,  1.451181e+42,        1.451181e+42,  9.865330e+46,         4,1,0,             1,0,0,   7.153794e-01,  5.613194e+03,    4.24204047e-11,  4.67930807e+01,  1.39785971e+04,1,   1.005710e+05,  2.631451e+03,    1.72588107e-06,  1.08476212e-06,  2.98296798e-01,  2.882858e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35345627e+10,  9.52971328e+05,1,0
         101,  4.78830142e+02,  1.000000e+00,  1.169356e+02,       4.234647e+48,       1.618776e+44,   0.000000e+00,   0.000000e+00,  2.500908e+03,  0.000000e+00,  7.227152e+02,          -nan,  1.190595e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961921e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105162e+00,     2.105162e+00,  1.997373e+01,  4.234647e+49,  4.234647e+48,  2.011554e+48,        2.011554e+48,  2.120108e+47,  3.000000e+00,  1.980487e+00,  1.019513e+00,  1.191182e+03,  7.837755e-03,                6,            11,  1.000000e-01,    1.169356e+02,  1.559422e+01,     1.559422e+01,  1.652245e-01,  1.892925e+47,  1.618776e+44,  1.213863e+45,        1.213863e+45,  1.145668e+47,         4,1,0,             1,0,0,   7.153693e-01,  5.613188e+03,    4.24200957e-11,  4.67939666e+01,  1.39787938e+04,1,   7.054185e+04,  2.728350e+03,    1.18679793e-06,  2.12123835e-06,  4.25279486e-01,  2.071768e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35349735e+10,  1.13393545e+06,1,0
         103,  4.77755142e+02,  1.000000e+00,  1.169356e+02,       4.234732e+48,       3.985737e+44,   0.000000e+00,   0.000000e+00,  1.150663e+03,  0.000000e+00,  3.325198e+02,          -nan,  5.477903e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961741e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105229e+00,     2.105229e+00,  1.997400e+01,  4.234732e+49,  4.234732e+48,  2.011531e+48,        2.011531e+48,  2.120122e+47,  3.000000e+00,  2.243215e+00,  7.567853e-01,  5.479680e+02,  1.081426e-02,                6,            11,  1.000000e-01,    1.169356e+02,  1.229445e+00,     1.229445e+00,  2.772617e-01,  4.660744e+47,  3.985737e+44,  3.790933e+46,        3.790933e+46,  1.680991e+47,         4,1,0,             1,0,0,   7.153277e-01,  5.613162e+03,    4.24188180e-11,  4.67976295e+01,  1.39796073e+04,1,   2.315181e+04,  3.044712e+03,    3.70290175e-07,  1.59137712e-05,  1.29579475e+00,  5.918485e-02,  3.436101e+00,  0.00000000e+00,  0.00000000e+00,  5.35366696e+10,  8.18658282e+05,1,0
         104,  3.82065363e+02,  1.000000e+00,  2.100982e+00,       4.242298e+48,       3.406338e+47,   0.000000e+00,   0.000000e+00,  8.398189e+01,  0.000000e+00,  2.426918e+01,          -nan,  3.998085e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945758e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111197e+00,     2.111197e+00,  1.999778e+01,  4.242298e+49,  4.242298e+48,  2.009428e+48,        2.009428e+48,  2.121384e+47,  3.000000e+00,  2.541117e+00,  4.588829e-01,  4.042539e+01,  1.489183e-02,                3,            10,  1.000000e-01,    2.100982e+00,  8.222569e-01,     8.222569e-01,  1.576245e+00,  7.156654e+48,  3.406338e+47,  8.703672e+47,        8.703672e+47,  4.540317e+47,         4,1,0,             1,0,0,   7.116587e-01,  5.610957e+03,    4.23053923e-11,  4.71229342e+01,  1.40516790e+04,1,   5.110416e+02,  4.320803e+03,    7.41977535e-09,  1.10702318e-02,  5.87036398e+01, -9.215341e-02,  3.437309e+00,  0.00000000e+00,  0.00000000e+00,  5.47680864e+10,  1.13334142e+06,1,0
         105,  3.81101409e+02,  1.000000e+00,  1.773815e+00,       4.242374e+48,       7.311352e+47,   0.000000e+00,   0.000000e+00,  4.650106e+01,  0.000000e+00,  1.343793e+01,          -nan,  2.213753e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945597e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111257e+00,     2.111257e+00,  1.999802e+01,  4.242374e+49,  4.242374e+48,  2.009407e+48,        2.009407e+48,  2.121397e+47,  3.000000e+00,  2.555085e+00,  4.449147e-01,  2.243050e+01,  1.513035e-02,                3,            10,  1.000000e-01,    1.773815e+00,  8.233103e-01,     8.233103e-01,  2.334358e+00,  1.296899e+49,  7.311352e+47,  1.575225e+48,        1.575225e+48,  5.555699e+47,         4,1,0,             1,0,0,   7.116221e-01,  5.610935e+03,    4.23042527e-11,  4.71262038e+01,  1.40524015e+04,1,   2.111529e+02,  4.650583e+03,    3.06667450e-09,  4.85525463e-02,  1.42077144e+02, -9.912373e-02,  3.441374e+00,  0.00000000e+00,  0.00000000e+00,  5.47693335e+10,  2.37322121e+06,1,0
         106,  1.08556156e+04,  2.245529e+00,  1.000000e+00,       1.531256e+47,       0.000000e+00,   0.000000e+00,   0.000000e+00,  1.993020e+01,  1.012539e+00,  9.121341e+00,  3.306826e-01,  6.078676e+00,  4.390735e-01,  1.034009e+00,  8.062854e-01,  2.277238e-01,  9.201638e+00,  2.033620e-02,                3,            10,  1.000000e-01,    2.245529e+00,  9.469392e-01,     9.379902e-01,  4.228145e+00,  3.438479e+48,  1.531256e+47,  3.631151e+47,        3.665794e+47,  8.132358e+46,  4.239991e-01,  0.000000e+00,  4.239991e-01,  1.550086e-02,  1.550086e-02,               11,            11,  1.000000e-01,    1.000000e+00,  1.000000e-20,     1.000000e-20,  2.986456e+02,  0.000000e+00,  0.000000e+00,  0.000000e+00,        0.000000e+00,  0.000000e+00,         3,0,0,             1,0,1,   3.269271e+01,  4.554678e+03,    1.37247833e-09,  8.31415965e-02,  3.16281260e+02,0,   2.990386e-06,  1.929885e+03,    1.48190815e-13,  1.48190815e-13,  1.41787411e+09,  9.324892e-03,  3.546139e+00,  0.00000000e+00,  0.00000000e+00,  1.24667286e+08, -1.00000000e+00,0,0
         107,  3.82205290e+02,  1.000000e+00,  2.199035e+00,       4.242287e+48,       2.835096e+47,   0.000000e+00,   0.000000e+00,  9.623277e+01,  0.000000e+00,  2.780946e+01,          -nan,  4.581307e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945781e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111188e+00,     2.111188e+00,  1.999775e+01,  4.242287e+49,  4.242287e+48,  2.009431e+48,        2.009431e+48,  2.121382e+47,  3.000000e+00,  2.539090e+00,  4.609105e-01,  4.636792e+01,  1.485776e-02,                3,            10,  1.000000e-01,    2.199035e+00,  8.257165e-01,     8.257165e-01,  1.438517e+00,  6.234477e+48,  2.835096e+47,  7.550385e+47,        7.550385e+47,  4.333962e+47,         4,1,0,             1,0,0,   7.116640e-01,  5.610960e+03,    4.23055578e-11,  4.71224596e+01,  1.40515741e+04,1,   6.254541e+02,  4.243436e+03,    9.11456109e-09,  7.87965973e-03,  4.79651477e+01, -9.114178e-02,  3.436961e+00,  0.00000000e+00,  0.00000000e+00,  5.47679051e+10,  9.57993232e+05,1,0
         108,  4.75874219e+02,  1.000000e+00,  3.543934e-01,       4.234881e+48,       8.486133e+47,   0.000000e+00,   0.000000e+00,  1.849046e+02,  0.000000e+00,  5.343394e+01,          -nan,  8.802662e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961426e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105346e+00,     2.105346e+00,  1.997447e+01,  4.234881e+49,  4.234881e+48,  2.011489e+48,        2.011489e+48,  2.120147e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  8.816340e+01,  2.637825e-01,                5,             8,  1.000000e-01,    3.543934e-01,  8.522418e-01,     8.522418e-01,  9.372766e-01,  3.007430e+48,  8.486133e+47,  3.528846e+47,        3.528846e+47,  3.208690e+47,         4,1,0,             1,0,0,   7.152549e-01,  5.613118e+03,    4.24165827e-11,  4.68040381e+01,  1.39810305e+04,1,   1.699777e+03,  3.951222e+03,    2.38969153e-08,  1.39864150e-03,  1.76493727e+01,  1.466854e-02,  3.436267e+00,  0.00000000e+00,  0.00000000e+00,  5.46322781e+10,  1.17259949e+06,1,0
         110,  3.81681131e+02,  1.000000e+00,  2.208602e+00,       4.242329e+48,       4.333171e+47,   0.000000e+00,   0.000000e+00,  6.262368e+01,  0.000000e+00,  1.809706e+01,          -nan,  2.981295e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945694e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111221e+00,     2.111221e+00,  1.999788e+01,  4.242329e+49,  4.242329e+48,  2.009420e+48,        2.009420e+48,  2.121389e+47,  3.000000e+00,  2.546685e+00,  4.533151e-01,  3.029643e+01,  1.498610e-02,                3,            10,  1.000000e-01,    2.208602e+00,  8.272551e-01,     8.272551e-01,  1.910435e+00,  9.570250e+48,  4.333171e+47,  1.156868e+48,        1.156868e+48,  5.009461e+47,         4,1,0,             1,0,0,   7.116441e-01,  5.610948e+03,    4.23049380e-11,  4.71242375e+01,  1.40519670e+04,1,   3.326675e+02,  4.483161e+03,    4.81389534e-09,  2.27413306e-02,  9.01801433e+01, -9.493149e-02,  3.438578e+00,  0.00000000e+00,  0.00000000e+00,  5.47685839e+10,  1.62156176e+06,1,0
         112,  4.77170142e+02,  1.000000e+00,  1.064203e+00,       4.234779e+48,       7.562498e+46,   0.000000e+00,   0.000000e+00,  6.803488e+02,  0.000000e+00,  1.966080e+02,          -nan,  3.238904e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961643e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105265e+00,     2.105265e+00,  1.997415e+01,  4.234779e+49,  4.234779e+48,  2.011518e+48,        2.011518e+48,  2.120130e+47,  3.000000e+00,  2.296899e+00,  7.031007e-01,  3.249314e+02,  1.145779e-02,                6,            11,  1.000000e-01,    1.064203e+00,  9.837977e-01,     9.837977e-01,  3.928248e-01,  8.048036e+47,  7.562498e+46,  8.180580e+46,        8.180580e+46,  2.048760e+47,         4,1,0,             1,0,0,   7.153050e-01,  5.613149e+03,    4.24181228e-11,  4.67996228e+01,  1.39800500e+04,1,   1.109376e+04,  3.289663e+03,    1.69081797e-07,  5.73474275e-05,  2.70422232e+00,  3.113754e-02,  3.436106e+00,  0.00000000e+00,  0.00000000e+00,  5.35375910e+10,  1.48872048e+06,1,0
         114,  3.82102493e+02,  1.000000e+00,  2.085199e+00,       4.242295e+48,       3.316007e+47,   0.000000e+00,   0.000000e+00,  8.690225e+01,  0.000000e+00,  2.511311e+01,          -nan,  4.137113e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945764e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111194e+00,     2.111194e+00,  1.999778e+01,  4.242295e+49,  4.242295e+48,  2.009429e+48,        2.009429e+48,  2.121384e+47,  3.000000e+00,  2.540579e+00,  4.594209e-01,  4.183206e+01,  1.488278e-02,                3,            10,  1.000000e-01,    2.085199e+00,  8.226034e-01,     8.226034e-01,  1.540708e+00,  6.914536e+48,  3.316007e+47,  8.405674e+47,        8.405674e+47,  4.487894e+47,         4,1,0,             1,0,0,   7.116601e-01,  5.610957e+03,    4.23054362e-11,  4.71228083e+01,  1.40516511e+04,1,   5.375156e+02,  4.301507e+03,    7.81040058e-09,  1.01689218e-02,  5.58123384e+01, -9.188497e-02,  3.437210e+00,  0.00000000e+00,  0.00000000e+00,  5.47680383e+10,  1.08667227e+06,1,0
         115,  4.75387389e+02,  1.000000e+00,  2.849009e-01,       4.234920e+48,       1.486388e+48,   0.000000e+00,   0.000000e+00,  1.308797e+02,  0.000000e+00,  3.782178e+01,          -nan,  6.230728e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961344e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105377e+00,     2.105377e+00,  1.997459e+01,  4.234920e+49,  4.234920e+48,  2.011479e+48,        2.011479e+48,  2.120153e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  6.261204e+01,  2.321835e-01,                5,             8,  1.000000e-01,    2.849009e-01,  8.656454e-01,     8.656454e-01,  1.177483e+00,  4.234732e+48,  1.486388e+48,  4.891993e+47,        4.891993e+47,  3.596426e+47,         4,1,0,             1,0,0,   7.152360e-01,  5.613107e+03,    4.24160042e-11,  4.68056967e+01,  1.39813988e+04,1,   1.025756e+03,  4.132469e+03,    1.43019811e-08,  3.26351000e-03,  2.92467344e+01,  1.466854e-02,  3.436491e+00,  0.00000000e+00,  0.00000000e+00,  5.46330606e+10,  1.77975704e+06,1,0
         116,  4.77170142e+02,  1.000000e+00,  1.064203e+00,       4.234779e+48,       7.562498e+46,   0.000000e+00,   0.000000e+00,  6.810479e+02,  0.000000e+00,  1.968100e+02,          -nan,  3.242232e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961643e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105265e+00,     2.105265e+00,  1.997415e+01,  4.234779e+49,  4.234779e+48,  2.011518e+48,        2.011518e+48,  2.120130e+47,  3.000000e+00,  2.296899e+00,  7.031007e-01,  3.249314e+02,  1.145779e-02,                6,            11,  1.000000e-01,    1.064203e+00,  9.837977e-01,     9.837977e-01,  3.928248e-01,  8.048036e+47,  7.562498e+46,  8.180580e+46,        8.180580e+46,  2.048760e+47,         4,1,0,             1,0,0,   7.153050e-01,  5.613149e+03,    4.24181228e-11,  4.67996228e+01,  1.39800500e+04,1,   1.109376e+04,  3.289663e+03,    1.69081797e-07,  5.73474275e-05,  2.70422232e+00,  3.113754e-02,  3.436106e+00,  0.00000000e+00,  0.00000000e+00,  5.35375910e+10,  1.48872048e+06,1,0
         117,  4.77965142e+02,  1.000000e+00,  1.169356e+02,       4.234716e+48,       3.285310e+44,   0.000000e+00,   0.000000e+00,  1.374509e+03,  0.000000e+00,  3.972072e+02,          -nan,  6.543559e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961776e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105216e+00,     2.105216e+00,  1.997395e+01,  4.234716e+49,  4.234716e+48,  2.011535e+48,        2.011535e+48,  2.120119e+47,  3.000000e+00,  2.210361e+00,  7.896387e-01,  6.550582e+02,  1.043077e-02,                6,            11,  1.000000e-01,    1.169356e+02,  1.373384e+00,     1.373384e+00,  2.461539e-01,  3.841696e+47,  3.285310e+44,  2.797247e+46,        2.797247e+46,  1.560689e+47,         4,1,0,             1,0,0,   7.153358e-01,  5.613167e+03,    4.24190676e-11,  4.67969140e+01,  1.39794484e+04,1,   2.972084e+04,  2.964168e+03,    4.83981984e-07,  1.02179736e-05,  1.00939262e+00,  7.663052e-02,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35363385e+10,  1.72149418e+06,1,0
         121,  3.81598538e+02,  1.000000e+00,  2.169699e+00,       4.242335e+48,       4.641300e+47,   0.000000e+00,   0.000000e+00,  5.995514e+01,  0.000000e+00,  1.732591e+01,          -nan,  2.854255e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945680e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111226e+00,     2.111226e+00,  1.999790e+01,  4.242335e+49,  4.242335e+48,  2.009418e+48,        2.009418e+48,  2.121390e+47,  3.000000e+00,  2.547882e+00,  4.521183e-01,  2.880579e+01,  1.500650e-02,                3,            10,  1.000000e-01,    2.169699e+00,  8.283573e-01,     8.283573e-01,  1.975787e+00,  1.007022e+49,  4.641300e+47,  1.215686e+48,        1.215686e+48,  5.096816e+47,         4,1,0,             1,0,0,   7.116410e-01,  5.610946e+03,    4.23048404e-11,  4.71245176e+01,  1.40520289e+04,1,   3.083956e+02,  4.511435e+03,    4.46302180e-09,  2.58127272e-02,  9.72776649e+01, -9.552870e-02,  3.438912e+00,  0.00000000e+00,  0.00000000e+00,  5.47686907e+10,  1.72763540e+06,1,0
         122,  3.82155449e+02,  1.000000e+00,  2.099948e+00,       4.242291e+48,       3.126769e+47,   0.000000e+00,   0.000000e+00,  9.129994e+01,  0.000000e+00,  2.638396e+01,          -nan,  4.346472e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945773e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111191e+00,     2.111191e+00,  1.999776e+01,  4.242291e+49,  4.242291e+48,  2.009430e+48,        2.009430e+48,  2.121383e+47,  3.000000e+00,  2.539812e+00,  4.601883e-01,  4.403894e+01,  1.486988e-02,                3,            10,  1.000000e-01,    2.099948e+00,  8.237446e-01,     8.237446e-01,  1.488797e+00,  6.566052e+48,  3.126769e+47,  7.970980e+47,        7.970980e+47,  4.410307e+47,         4,1,0,             1,0,0,   7.116621e-01,  5.610959e+03,    4.23054988e-11,  4.71226287e+01,  1.40516114e+04,1,   5.798201e+02,  4.272504e+03,    8.43654462e-09,  8.95187404e-03,  5.17401880e+01, -9.150212e-02,  3.437078e+00,  0.00000000e+00,  0.00000000e+00,  5.47679696e+10,  1.02028406e+06,1,0
         124,  3.81510785e+02,  1.000000e+00,  2.113436e+00,       4.242342e+48,       5.013237e+47,   0.000000e+00,   0.000000e+00,  5.711666e+01,  0.000000e+00,  1.650564e+01,          -nan,  2.719125e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945666e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111231e+00,     2.111231e+00,  1.999792e+01,  4.242342e+49,  4.242342e+48,  2.009416e+48,        2.009416e+48,  2.121391e+47,  3.000000e+00,  2.549153e+00,  4.508467e-01,  2.739228e+01,  1.502823e-02,                3,            10,  1.000000e-01,    2.113436e+00,  8.290533e-01,     8.290533e-01,  2.043186e+00,  1.059516e+49,  5.013237e+47,  1.277983e+48,        1.277983e+48,  5.185606e+47,         4,1,0,             1,0,0,   7.116377e-01,  5.610944e+03,    4.23047367e-11,  4.71248153e+01,  1.40520947e+04,1,   2.858946e+02,  4.539572e+03,    4.13858193e-09,  2.92957374e-02,  1.04933789e+02, -9.616324e-02,  3.439290e+00,  0.00000000e+00,  0.00000000e+00,  5.47688042e+10,  1.84073053e+06,1,0
         125,  4.78730142e+02,  1.000000e+00,  1.169356e+02,       4.234655e+48,       1.797612e+44,   0.000000e+00,   0.000000e+00,  2.287743e+03,  0.000000e+00,  6.611145e+02,          -nan,  1.089115e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961904e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105168e+00,     2.105168e+00,  1.997376e+01,  4.234655e+49,  4.234655e+48,  2.011552e+48,        2.011552e+48,  2.120109e+47,  3.000000e+00,  2.019021e+00,  9.809793e-01,  1.093548e+03,  8.272011e-03,                6,            11,  1.000000e-01,    1.169356e+02,  6.161091e+00,     6.161091e+00,  1.749181e-01,  2.102048e+47,  1.797612e+44,  3.411811e+45,        3.411811e+45,  1.201733e+47,         4,1,0,             1,0,0,   7.153654e-01,  5.613185e+03,    4.24199769e-11,  4.67943074e+01,  1.39788695e+04,1,   6.248709e+04,  2.762525e+03,    1.04391707e-06,  2.65922587e-06,  4.80099153e-01,  1.840297e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35351313e+10,  1.20395531e+06,1,0
         126,  3.81510785e+02,  1.000000e+00,  2.113436e+00,       4.242342e+48,       5.013237e+47,   0.000000e+00,   0.000000e+00,  5.664892e+01,  0.000000e+00,  1.637047e+01,          -nan,  2.696858e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945666e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111231e+00,     2.111231e+00,  1.999792e+01,  4.242342e+49,  4.242342e+48,  2.009416e+48,        2.009416e+48,  2.121391e+47,  3.000000e+00,  2.549153e+00,  4.508467e-01,  2.739228e+01,  1.502823e-02,                3,            10,  1.000000e-01,    2.113436e+00,  8.290533e-01,     8.290533e-01,  2.043186e+00,  1.059516e+49,  5.013237e+47,  1.277983e+48,        1.277983e+48,  5.185606e+47,         4,1,0,             1,0,0,   7.116377e-01,  5.610944e+03,    4.23047367e-11,  4.71248153e+01,  1.40520947e+04,1,   2.858946e+02,  4.539572e+03,    4.13858193e-09,  2.92957374e-02,  1.04933789e+02, -9.616324e-02,  3.439290e+00,  0.00000000e+00,  0.00000000e+00,  5.47688042e+10,  1.84073053e+06,1,0
         127,  4.78910142e+02,  1.000000e+00,  1.169356e+02,       4.234641e+48,       1.479655e+44,   0.000000e+00,   0.000000e+00,  2.678160e+03,  0.000000e+00,  7.739376e+02,          -nan,  1.274978e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961934e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105157e+00,     2.105157e+00,  1.997371e+01,  4.234641e+49,  4.234641e+48,  2.011556e+48,        2.011556e+48,  2.120107e+47,  3.000000e+00,  1.946010e+00,  1.053990e+00,  1.280494e+03,  7.444756e-03,                6,            11,  1.000000e-01,    1.169356e+02,  4.996599e+01,     4.996599e+01,  1.574496e-01,  1.730243e+47,  1.479655e+44,  3.462842e+44,        3.462842e+44,  1.098919e+47,         4,1,0,             1,0,0,   7.153724e-01,  5.613190e+03,    4.24201908e-11,  4.67936940e+01,  1.39787333e+04,1,   7.816249e+04,  2.699842e+03,    1.32274342e-06,  1.74989385e-06,  3.83815821e-01,  2.284176e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35348472e+10,  1.07807223e+06,1,0
         129,  4.79310142e+02,  1.000000e+00,  1.169356e+02,       4.234609e+48,       8.419209e+43,   0.000000e+00,   0.000000e+00,  4.117463e+03,  0.000000e+00,  1.189869e+03,          -nan,  1.960180e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.962001e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105132e+00,     2.105132e+00,  1.997361e+01,  4.234609e+49,  4.234609e+48,  2.011565e+48,        2.011565e+48,  2.120102e+47,  3.000000e+00,  1.699747e+00,  1.300253e+00,  1.965649e+03,  4.244376e-03,                6,            11,  1.000000e-01,    1.169356e+02,  1.343456e+12,     1.343456e+12,  1.183194e-01,  9.845049e+46,  8.419209e+43,  7.328149e+33,        7.328149e+33,  8.320738e+46,         4,1,0,             1,0,0,   7.153879e-01,  5.613199e+03,    4.24206662e-11,  4.67923310e+01,  1.39784306e+04,1,   1.439596e+05,  2.538544e+03,    2.51575488e-06,  5.40604979e-07,  2.08391748e-01,  3.985861e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35342149e+10,  8.01608038e+05,1,0
         130,  3.81986448e+02,  1.000000e+00,  2.155670e+00,       4.242305e+48,       3.555987e+47,   0.000000e+00,   0.000000e+00,  7.925455e+01,  0.000000e+00,  2.290307e+01,          -nan,  3.773033e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945745e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111202e+00,     2.111202e+00,  1.999780e+01,  4.242305e+49,  4.242305e+48,  2.009427e+48,        2.009427e+48,  2.121385e+47,  3.000000e+00,  2.542261e+00,  4.577394e-01,  3.775872e+01,  1.491111e-02,                3,            10,  1.000000e-01,    2.155670e+00,  8.224131e-01,     8.224131e-01,  1.649612e+00,  7.665534e+48,  3.555987e+47,  9.320783e+47,        9.320783e+47,  4.646871e+47,         4,1,0,             1,0,0,   7.116557e-01,  5.610955e+03,    4.23052990e-11,  4.71232019e+01,  1.40517381e+04,1,   4.619411e+02,  4.359288e+03,    6.69784775e-09,  1.31177309e-02,  6.49433446e+01, -9.272396e-02,  3.437532e+00,  0.00000000e+00,  0.00000000e+00,  5.47681886e+10,  1.23285077e+06,1,0
         133,  4.77655142e+02,  1.000000e+00,  1.169356e+02,       4.234740e+48,       4.493574e+44,   0.000000e+00,   0.000000e+00,  1.024560e+03,  0.000000e+00,  2.960787e+02,          -nan,  4.877575e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961724e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105235e+00,     2.105235e+00,  1.997403e+01,  4.234740e+49,  4.234740e+48,  2.011528e+48,        2.011528e+48,  2.120124e+47,  3.000000e+00,  2.255608e+00,  7.443922e-01,  4.887251e+02,  1.096079e-02,                6,            11,  1.000000e-01,    1.169356e+02,  1.156362e+00,     1.156362e+00,  2.992381e-01,  5.254586e+47,  4.493574e+44,  4.544065e+46,        4.544065e+46,  1.755988e+47,         4,1,0,             1,0,0,   7.153238e-01,  5.613160e+03,    4.24186992e-11,  4.67979703e+01,  1.39796830e+04,1,   1.971925e+04,  3.097189e+03,    3.11893560e-07,  2.10644972e-05,  1.52135635e+00,  5.266236e-02,  3.436102e+00,  0.00000000e+00,  0.00000000e+00,  5.35368271e+10,  9.32554875e+05,1,0
